date,index_name,total_returns_index,net_total_return_index
2016-03-11,NIFTY 500,8945.45,8883.82
2016-03-14,NIFTY 500,8985.75,8923.89
2016-03-15,NIFTY 500,8899.93,8838.66
2016-03-16,NIFTY 500,8924.52,8863.09
2016-03-17,NIFTY 500,8954.2,8892.61
2016-03-18,NIFTY 500,9050.81,8988.55
2016-03-21,NIFTY 500,9172.3,9109.22
2016-03-22,NIFTY 500,9190.1,9126.9
2016-03-23,NIFTY 500,9197.92,9134.67
2016-03-28,NIFTY 500,9070.68,9008.31
2016-03-29,NIFTY 500,9053.98,8991.72
2016-03-30,NIFTY 500,9217.78,9154.39
2016-03-31,NIFTY 500,9239.92,9176.38
2016-04-01,NIFTY 500,9230.34,9166.86
2016-04-04,NIFTY 500,9279.23,9215.42
2016-04-05,NIFTY 500,9105.56,9042.94
2016-04-06,NIFTY 500,9133.81,9071.0
2016-04-07,NIFTY 500,9064.79,9002.45
2016-04-08,NIFTY 500,9088.92,9026.42
2016-04-11,NIFTY 500,9209.21,9145.88
2016-04-12,NIFTY 500,9265.75,9202.03
2016-04-13,NIFTY 500,9416.66,9351.91
2016-04-18,NIFTY 500,9502.13,9436.79
2016-04-20,NIFTY 500,9513.99,9448.57
2016-04-21,NIFTY 500,9501.07,9435.74
2016-04-22,NIFTY 500,9491.99,9426.72
2016-04-25,NIFTY 500,9442.6,9377.66
2016-04-26,NIFTY 500,9551.54,9485.86
2016-04-27,NIFTY 500,9572.88,9507.05
2016-04-28,NIFTY 500,9428.01,9363.17
2016-04-29,NIFTY 500,9435.77,9370.88
2016-05-02,NIFTY 500,9423.72,9358.71
2016-05-03,NIFTY 500,9356.97,9292.41
2016-05-04,NIFTY 500,9286.59,9222.52
2016-05-05,NIFTY 500,9309.92,9245.69
2016-05-06,NIFTY 500,9316.38,9252.1
2016-05-09,NIFTY 500,9457.72,9392.46
2016-05-10,NIFTY 500,9477.86,9412.47
2016-05-11,NIFTY 500,9443.08,9377.93
2016-05-12,NIFTY 500,9511.69,9446.07
2016-05-13,NIFTY 500,9427.84,9362.79
2016-05-16,NIFTY 500,9465.02,9399.72
2016-05-17,NIFTY 500,9495.73,9430.21
2016-05-18,NIFTY 500,9484.05,9418.62
2016-05-19,NIFTY 500,9376.55,9311.85
2016-05-20,NIFTY 500,9328.71,9264.35
2016-05-23,NIFTY 500,9303.21,9239.02
2016-05-24,NIFTY 500,9307.99,9243.77
2016-05-25,NIFTY 500,9491.69,9426.2
2016-05-26,NIFTY 500,9632.59,9566.13
2016-05-27,NIFTY 500,9735.44,9668.28
2016-05-30,NIFTY 500,9780.4,9712.92
2016-05-31,NIFTY 500,9757.09,9689.77
2016-06-01,NIFTY 500,9773.47,9706.04
2016-06-02,NIFTY 500,9822.02,9754.25
2016-06-03,NIFTY 500,9817.43,9749.69
2016-06-06,NIFTY 500,9803.72,9736.08
2016-06-07,NIFTY 500,9878.13,9809.98
2016-06-08,NIFTY 500,9903.43,9835.1
2016-06-09,NIFTY 500,9846.98,9779.04
2016-06-10,NIFTY 500,9810.17,9742.48
2016-06-13,NIFTY 500,9742.85,9675.63
2016-06-14,NIFTY 500,9755.44,9688.14
2016-06-15,NIFTY 500,9857.69,9789.68
2016-06-16,NIFTY 500,9800.32,9732.7
2016-06-17,NIFTY 500,9832.76,9764.92
2016-06-20,NIFTY 500,9903.05,9834.72
2016-06-21,NIFTY 500,9895.69,9827.42
2016-06-22,NIFTY 500,9875.46,9807.33
2016-06-23,NIFTY 500,9932.84,9864.31
2016-06-24,NIFTY 500,9738.77,9671.57
2016-06-27,NIFTY 500,9779.32,9711.85
2016-06-28,NIFTY 500,9828.27,9760.46
2016-06-29,NIFTY 500,9932.52,9864.0
2016-06-30,NIFTY 500,10038.73,9969.47
2016-07-01,NIFTY 500,10106.39,10008.13
2016-07-04,NIFTY 500,10170.09,10071.21
2016-07-05,NIFTY 500,10140.15,10041.56
2016-07-07,NIFTY 500,10140.75,10042.16
2016-07-08,NIFTY 500,10126.0,10027.55
2016-07-11,NIFTY 500,10287.57,10187.55
2016-07-12,NIFTY 500,10346.5,10245.91
2016-07-13,NIFTY 500,10324.9,10218.83
2016-07-14,NIFTY 500,10380.92,10273.96
2016-07-15,NIFTY 500,10356.16,10248.83
2016-07-18,NIFTY 500,10310.87,10204.0
2016-07-19,NIFTY 500,10334.21,10227.11
2016-07-20,NIFTY 500,10396.66,10288.91
2016-07-21,NIFTY 500,10348.6,10241.35
2016-07-22,NIFTY 500,10407.44,10299.58
2016-07-25,NIFTY 500,10521.16,10412.12
2016-07-26,NIFTY 500,10470.31,10361.79
2016-07-27,NIFTY 500,10510.64,10401.71
2016-07-28,NIFTY 500,10573.42,10463.83
2016-07-29,NIFTY 500,10561.53,10452.07
2016-08-01,NIFTY 500,10568.95,10459.41
2016-08-02,NIFTY 500,10535.23,10426.04
2016-08-03,NIFTY 500,10422.99,10314.96
2016-08-04,NIFTY 500,10445.76,10337.5
2016-08-05,NIFTY 500,10613.15,10503.16
2016-08-08,NIFTY 500,10662.79,10552.28
2016-08-09,NIFTY 500,10620.56,10510.49
2016-08-10,NIFTY 500,10489.54,10380.82
2016-08-11,NIFTY 500,10508.13,10399.23
2016-08-12,NIFTY 500,10592.39,10482.61
2016-08-16,NIFTY 500,10580.59,10470.93
2016-08-17,NIFTY 500,10587.03,10477.31
2016-08-18,NIFTY 500,10657.76,10547.3
2016-08-19,NIFTY 500,10668.86,10558.29
2016-08-22,NIFTY 500,10620.31,10510.24
2016-08-23,NIFTY 500,10614.66,10504.65
2016-08-24,NIFTY 500,10652.63,10542.23
2016-08-25,NIFTY 500,10591.34,10481.57
2016-08-26,NIFTY 500,10578.81,10467.22
2016-08-29,NIFTY 500,10616.61,10504.62
2016-08-30,NIFTY 500,10762.82,10649.29
2016-08-31,NIFTY 500,10806.58,10692.58
2016-09-01,NIFTY 500,10783.22,10669.47
2016-09-02,NIFTY 500,10828.04,10713.82
2016-09-06,NIFTY 500,10987.6,10871.38
2016-09-07,NIFTY 500,10977.36,10861.25
2016-09-08,NIFTY 500,11031.32,10913.66
2016-09-09,NIFTY 500,10934.44,10817.82
2016-09-12,NIFTY 500,10711.08,10596.84
2016-09-14,NIFTY 500,10761.82,10641.34
2016-09-15,NIFTY 500,10774.29,10653.67
2016-09-16,NIFTY 500,10809.89,10688.87
2016-09-19,NIFTY 500,10848.37,10726.91
2016-09-20,NIFTY 500,10814.58,10693.5
2016-09-21,NIFTY 500,10816.64,10695.54
2016-09-22,NIFTY 500,10934.35,10811.94
2016-09-23,NIFTY 500,10908.21,10786.08
2016-09-26,NIFTY 500,10799.69,10678.77
2016-09-27,NIFTY 500,10785.63,10664.88
2016-09-28,NIFTY 500,10850.59,10727.23
2016-09-29,NIFTY 500,10593.48,10473.04
2016-09-30,NIFTY 500,10677.17,10555.78
2016-10-03,NIFTY 500,10875.55,10751.91
2016-10-04,NIFTY 500,10926.74,10802.51
2016-10-05,NIFTY 500,10923.62,10799.43
2016-10-06,NIFTY 500,10882.82,10759.09
2016-10-07,NIFTY 500,10868.26,10744.7
2016-10-10,NIFTY 500,10876.25,10752.52
2016-10-13,NIFTY 500,10711.11,10589.26
2016-10-14,NIFTY 500,10742.18,10619.98
2016-10-17,NIFTY 500,10662.28,10540.99
2016-10-18,NIFTY 500,10846.76,10716.89
2016-10-19,NIFTY 500,10840.51,10710.71
2016-10-20,NIFTY 500,10885.45,10755.11
2016-10-21,NIFTY 500,10894.59,10764.14
2016-10-24,NIFTY 500,10909.63,10779.0
2016-10-25,NIFTY 500,10895.14,10764.69
2016-10-26,NIFTY 500,10801.6,10672.27
2016-10-27,NIFTY 500,10766.87,10637.95
2016-10-28,NIFTY 500,10827.51,10697.87
2016-10-30,NIFTY 500,10838.16,10708.39
2016-11-01,NIFTY 500,10840.64,10710.84
2016-11-02,NIFTY 500,10681.16,10553.27
2016-11-03,NIFTY 500,10615.11,10488.01
2016-11-04,NIFTY 500,10514.14,10388.25
2016-11-07,NIFTY 500,10596.79,10469.9
2016-11-08,NIFTY 500,10647.68,10520.19
2016-11-09,NIFTY 500,10476.32,10350.88
2016-11-10,NIFTY 500,10613.46,10486.38
2016-11-11,NIFTY 500,10301.51,10178.17
2016-11-15,NIFTY 500,9997.98,9878.26
2016-11-16,NIFTY 500,10015.14,9895.22
2016-11-17,NIFTY 500,9979.7,9860.2
2016-11-18,NIFTY 500,9987.01,9867.43
2016-11-21,NIFTY 500,9774.6,9657.56
2016-11-22,NIFTY 500,9881.29,9762.98
2016-11-23,NIFTY 500,9949.77,9830.64
2016-11-24,NIFTY 500,9884.6,9766.25
2016-11-25,NIFTY 500,10062.81,9942.32
2016-11-28,NIFTY 500,10095.55,9974.67
2016-11-29,NIFTY 500,10124.81,10003.58
2016-11-30,NIFTY 500,10234.36,10111.82
2016-12-01,NIFTY 500,10177.83,10055.96
2016-12-02,NIFTY 500,10043.45,9923.2
2016-12-05,NIFTY 500,10096.81,9975.92
2016-12-06,NIFTY 500,10121.91,10000.71
2016-12-07,NIFTY 500,10077.98,9957.31
2016-12-08,NIFTY 500,10248.68,10125.97
2016-12-09,NIFTY 500,10265.87,10142.95
2016-12-12,NIFTY 500,10153.18,10031.61
2016-12-13,NIFTY 500,10185.2,10063.25
2016-12-14,NIFTY 500,10126.37,10005.12
2016-12-15,NIFTY 500,10104.18,9975.88
2016-12-16,NIFTY 500,10085.73,9957.67
2016-12-19,NIFTY 500,10037.84,9910.38
2016-12-20,NIFTY 500,9986.85,9860.04
2016-12-21,NIFTY 500,9969.41,9842.83
2016-12-22,NIFTY 500,9854.23,9729.11
2016-12-23,NIFTY 500,9852.15,9727.06
2016-12-26,NIFTY 500,9721.39,9597.65
2016-12-27,NIFTY 500,9876.89,9751.17
2016-12-28,NIFTY 500,9899.09,9773.09
2016-12-29,NIFTY 500,9997.47,9870.22
2016-12-30,NIFTY 500,10094.85,9965.54
2017-01-02,NIFTY 500,10123.35,9993.67
2017-01-03,NIFTY 500,10161.31,10031.15
2017-01-04,NIFTY 500,10164.19,10033.99
2017-01-05,NIFTY 500,10274.28,10142.66
2017-01-06,NIFTY 500,10239.87,10108.7
2017-01-09,NIFTY 500,10242.8,10111.59
2017-01-10,NIFTY 500,10310.82,10178.74
2017-01-11,NIFTY 500,10429.31,10295.71
2017-01-12,NIFTY 500,10454.93,10320.37
2017-01-13,NIFTY 500,10449.78,10315.29
2017-01-16,NIFTY 500,10478.19,10343.33
2017-01-17,NIFTY 500,10471.94,10337.17
2017-01-18,NIFTY 500,10508.63,10373.39
2017-01-19,NIFTY 500,10536.59,10400.98
2017-01-20,NIFTY 500,10413.71,10279.68
2017-01-23,NIFTY 500,10472.14,10337.36
2017-01-24,NIFTY 500,10577.27,10441.14
2017-01-25,NIFTY 500,10725.46,10587.43
2017-01-27,NIFTY 500,10779.67,10640.94
2017-01-30,NIFTY 500,10775.29,10636.61
2017-01-31,NIFTY 500,10670.2,10532.87
2017-02-01,NIFTY 500,10868.73,10728.85
2017-02-02,NIFTY 500,10915.2,10774.72
2017-02-03,NIFTY 500,10948.16,10807.25
2017-02-06,NIFTY 500,11032.65,10890.66
2017-02-07,NIFTY 500,10997.99,10856.45
2017-02-08,NIFTY 500,11014.74,10872.98
2017-02-09,NIFTY 500,11031.66,10889.68
2017-02-10,NIFTY 500,11042.84,10900.72
2017-02-13,NIFTY 500,11036.99,10894.94
2017-02-14,NIFTY 500,11005.75,10864.1
2017-02-15,NIFTY 500,10900.89,10760.59
2017-02-16,NIFTY 500,10999.92,10858.35
2017-02-17,NIFTY 500,11056.01,10913.19
2017-02-20,NIFTY 500,11133.95,10990.14
2017-02-21,NIFTY 500,11182.31,11037.87
2017-02-22,NIFTY 500,11177.66,11033.27
2017-02-23,NIFTY 500,11189.57,11045.03
2017-02-27,NIFTY 500,11157.3,11013.18
2017-02-28,NIFTY 500,11163.37,11019.17
2017-03-01,NIFTY 500,11231.97,11086.89
2017-03-02,NIFTY 500,11140.72,10996.81
2017-03-03,NIFTY 500,11147.38,11003.38
2017-03-06,NIFTY 500,11218.67,11073.76
2017-03-07,NIFTY 500,11204.1,11059.38
2017-03-08,NIFTY 500,11168.88,11024.61
2017-03-09,NIFTY 500,11168.88,11022.21
2017-03-10,NIFTY 500,11170.2,11023.51
2017-03-14,NIFTY 500,11356.47,11207.34
2017-03-15,NIFTY 500,11384.1,11234.31
2017-03-16,NIFTY 500,11493.89,11342.66
2017-03-17,NIFTY 500,11500.51,11349.18
2017-03-20,NIFTY 500,11479.48,11328.44
2017-03-21,NIFTY 500,11465.92,11315.05
2017-03-22,NIFTY 500,11351.31,11201.94
2017-03-23,NIFTY 500,11432.1,11281.68
2017-03-24,NIFTY 500,11463.91,11313.07
2017-03-27,NIFTY 500,11406.27,11256.19
2017-03-28,NIFTY 500,11474.13,11323.15
2017-03-29,NIFTY 500,11524.0,11372.37
2017-03-30,NIFTY 500,11570.97,11418.72
2017-03-31,NIFTY 500,11598.65,11446.03
2017-04-03,NIFTY 500,11682.98,11529.25
2017-04-05,NIFTY 500,11743.79,11588.39
2017-04-06,NIFTY 500,11739.48,11584.14
2017-04-07,NIFTY 500,11671.65,11517.21
2017-04-10,NIFTY 500,11681.59,11527.02
2017-04-11,NIFTY 500,11765.69,11610.0
2017-04-12,NIFTY 500,11724.71,11569.57
2017-04-13,NIFTY 500,11675.47,11520.98
2017-04-17,NIFTY 500,11672.13,11517.68
2017-04-18,NIFTY 500,11614.85,11461.16
2017-04-19,NIFTY 500,11641.62,11487.58
2017-04-20,NIFTY 500,11702.74,11547.89
2017-04-21,NIFTY 500,11694.88,11540.13
2017-04-24,NIFTY 500,11810.47,11654.19
2017-04-25,NIFTY 500,11925.74,11767.93
2017-04-26,NIFTY 500,11946.26,11788.18
2017-04-27,NIFTY 500,11933.7,11775.79
2017-04-28,NIFTY 500,11922.34,11764.58
2017-05-02,NIFTY 500,11947.1,11789.01
2017-05-03,NIFTY 500,11941.8,11783.78
2017-05-04,NIFTY 500,11997.73,11838.97
2017-05-05,NIFTY 500,11892.47,11735.11
2017-05-08,NIFTY 500,11940.14,11782.14
2017-05-09,NIFTY 500,11964.28,11805.96
2017-05-10,NIFTY 500,12076.74,11916.94
2017-05-11,NIFTY 500,12092.44,11932.43
2017-05-12,NIFTY 500,12046.33,11886.92
2017-05-15,NIFTY 500,12121.96,11961.56
2017-05-16,NIFTY 500,12191.44,12030.12
2017-05-17,NIFTY 500,12188.17,12026.89
2017-05-18,NIFTY 500,12018.6,11859.56
2017-05-19,NIFTY 500,11988.17,11829.54
2017-05-22,NIFTY 500,11954.78,11796.59
2017-05-23,NIFTY 500,11844.6,11687.86
2017-05-24,NIFTY 500,11769.11,11613.38
2017-05-25,NIFTY 500,11954.04,11795.86
2017-05-26,NIFTY 500,12098.08,11937.99
2017-05-29,NIFTY 500,12052.09,11892.61
2017-05-30,NIFTY 500,12094.79,11934.75
2017-05-31,NIFTY 500,12126.76,11966.29
2017-06-01,NIFTY 500,12156.89,11996.03
2017-06-02,NIFTY 500,12214.27,12052.65
2017-06-05,NIFTY 500,12265.94,12103.63
2017-06-06,NIFTY 500,12209.99,12048.42
2017-06-07,NIFTY 500,12259.86,12097.63
2017-06-08,NIFTY 500,12256.91,12094.72
2017-06-09,NIFTY 500,12291.31,12128.67
2017-06-12,NIFTY 500,12227.81,12066.01
2017-06-13,NIFTY 500,12230.1,12061.83
2017-06-14,NIFTY 500,12248.8,12080.28
2017-06-15,NIFTY 500,12219.65,12049.64
2017-06-16,NIFTY 500,12236.16,12065.92
2017-06-19,NIFTY 500,12296.81,12125.72
2017-06-20,NIFTY 500,12301.38,12123.54
2017-06-21,NIFTY 500,12286.83,12109.2
2017-06-22,NIFTY 500,12260.64,12078.54
2017-06-23,NIFTY 500,12160.56,11979.95
2017-06-27,NIFTY 500,12059.45,11880.34
2017-06-28,NIFTY 500,12051.07,11872.09
2017-06-29,NIFTY 500,12087.21,11907.69
2017-06-30,NIFTY 500,12132.6,11952.41
2017-07-03,NIFTY 500,12256.67,12072.11
2017-07-04,NIFTY 500,12248.5,12064.06
2017-07-05,NIFTY 500,12308.37,12119.92
2017-07-06,NIFTY 500,12357.06,12167.37
2017-07-07,NIFTY 500,12353.92,12164.28
2017-07-10,NIFTY 500,12467.16,12275.53
2017-07-11,NIFTY 500,12450.31,12255.62
2017-07-12,NIFTY 500,12510.04,12314.42
2017-07-13,NIFTY 500,12605.02,12383.91
2017-07-14,NIFTY 500,12602.52,12381.45
2017-07-17,NIFTY 500,12630.62,12409.06
2017-07-18,NIFTY 500,12529.83,12310.03
2017-07-19,NIFTY 500,12635.56,12413.91
2017-07-20,NIFTY 500,12608.51,12387.34
2017-07-21,NIFTY 500,12650.09,12428.18
2017-07-24,NIFTY 500,12700.15,12477.36
2017-07-25,NIFTY 500,12711.75,12488.76
2017-07-26,NIFTY 500,12767.91,12543.94
2017-07-27,NIFTY 500,12753.12,12529.41
2017-07-28,NIFTY 500,12768.97,12544.98
2017-07-31,NIFTY 500,12837.04,12611.86
2017-08-01,NIFTY 500,12865.27,12639.59
2017-08-02,NIFTY 500,12829.27,12604.22
2017-08-03,NIFTY 500,12745.7,12522.12
2017-08-04,NIFTY 500,12814.74,12589.95
2017-08-07,NIFTY 500,12859.07,12633.5
2017-08-08,NIFTY 500,12743.25,12519.72
2017-08-09,NIFTY 500,12612.37,12391.13
2017-08-10,NIFTY 500,12409.81,12192.12
2017-08-11,NIFTY 500,12311.4,12095.43
2017-08-14,NIFTY 500,12478.55,12259.65
2017-08-16,NIFTY 500,12616.44,12395.13
2017-08-17,NIFTY 500,12627.5,12405.99
2017-08-18,NIFTY 500,12556.61,12336.35
2017-08-21,NIFTY 500,12432.66,12214.57
2017-08-22,NIFTY 500,12418.09,12200.26
2017-08-23,NIFTY 500,12543.72,12323.68
2017-08-24,NIFTY 500,12576.34,12355.73
2017-08-28,NIFTY 500,12669.7,12447.45
2017-08-29,NIFTY 500,12526.74,12307.0
2017-08-30,NIFTY 500,12660.32,12438.24
2017-08-31,NIFTY 500,12707.41,12484.5
2017-09-01,NIFTY 500,12795.51,12571.06
2017-09-04,NIFTY 500,12715.31,12492.26
2017-09-05,NIFTY 500,12784.41,12560.15
2017-09-06,NIFTY 500,12762.86,12538.98
2017-09-07,NIFTY 500,12801.05,12523.27
2017-09-08,NIFTY 500,12790.55,12513.0
2017-09-11,NIFTY 500,12881.49,12601.97
2017-09-12,NIFTY 500,12998.27,12716.21
2017-09-13,NIFTY 500,12963.97,12682.65
2017-09-14,NIFTY 500,12992.19,12710.27
2017-09-15,NIFTY 500,12996.37,12714.35
2017-09-18,NIFTY 500,13084.03,12799.51
2017-09-19,NIFTY 500,13091.41,12806.73
2017-09-20,NIFTY 500,13072.23,12787.97
2017-09-21,NIFTY 500,13033.09,12749.68
2017-09-22,NIFTY 500,12779.76,12501.86
2017-09-25,NIFTY 500,12633.98,12359.24
2017-09-26,NIFTY 500,12657.77,12382.52
2017-09-27,NIFTY 500,12462.32,12190.61
2017-09-28,NIFTY 500,12515.16,12237.44
2017-09-29,NIFTY 500,12577.95,12298.83
2017-10-03,NIFTY 500,12669.17,12388.03
2017-10-04,NIFTY 500,12734.23,12451.65
2017-10-05,NIFTY 500,12733.64,12451.07
2017-10-06,NIFTY 500,12852.04,12566.85
2017-10-09,NIFTY 500,12867.94,12582.39
2017-10-10,NIFTY 500,12923.71,12636.92
2017-10-11,NIFTY 500,12859.33,12573.97
2017-10-12,NIFTY 500,13002.13,12713.6
2017-10-13,NIFTY 500,13071.12,12781.06
2017-10-16,NIFTY 500,13141.38,12849.76
2017-10-17,NIFTY 500,13166.39,12874.22
2017-10-18,NIFTY 500,13140.53,12848.93
2017-10-19,NIFTY 500,13071.76,12781.69
2017-10-23,NIFTY 500,13123.33,12832.12
2017-10-24,NIFTY 500,13153.91,12862.02
2017-10-25,NIFTY 500,13259.23,12965.0
2017-10-26,NIFTY 500,13320.16,13024.58
2017-10-27,NIFTY 500,13316.83,13021.32
2017-10-30,NIFTY 500,13405.53,13108.05
2017-10-31,NIFTY 500,13394.75,13097.51
2017-11-01,NIFTY 500,13515.96,13216.03
2017-11-02,NIFTY 500,13520.5,13220.47
2017-11-03,NIFTY 500,13556.06,13255.24
2017-11-06,NIFTY 500,13574.58,13273.35
2017-11-07,NIFTY 500,13423.23,13125.36
2017-11-08,NIFTY 500,13347.31,13051.12
2017-11-09,NIFTY 500,13390.89,13093.74
2017-11-10,NIFTY 500,13403.43,13106.0
2017-11-13,NIFTY 500,13297.47,13002.39
2017-11-14,NIFTY 500,13252.24,12958.17
2017-11-15,NIFTY 500,13138.35,12846.8
2017-11-16,NIFTY 500,13272.37,12977.85
2017-11-17,NIFTY 500,13377.94,13081.07
2017-11-20,NIFTY 500,13414.42,13116.75
2017-11-21,NIFTY 500,13448.92,13150.48
2017-11-22,NIFTY 500,13463.99,13165.22
2017-11-23,NIFTY 500,13481.09,13181.94
2017-11-24,NIFTY 500,13537.67,13237.26
2017-11-27,NIFTY 500,13569.12,13268.01
2017-11-28,NIFTY 500,13549.81,13249.14
2017-11-29,NIFTY 500,13535.77,13235.41
2017-11-30,NIFTY 500,13403.72,13106.28
2017-12-01,NIFTY 500,13265.94,12971.56
2017-12-04,NIFTY 500,13264.38,12970.03
2017-12-05,NIFTY 500,13260.34,12966.08
2017-12-06,NIFTY 500,13160.7,12868.65
2017-12-07,NIFTY 500,13328.38,13032.61
2017-12-08,NIFTY 500,13456.52,13157.91
2017-12-11,NIFTY 500,13517.03,13217.08
2017-12-12,NIFTY 500,13406.62,13109.12
2017-12-13,NIFTY 500,13326.52,13030.79
2017-12-14,NIFTY 500,13373.19,13076.43
2017-12-15,NIFTY 500,13494.85,13195.39
2017-12-18,NIFTY 500,13574.2,13272.98
2017-12-19,NIFTY 500,13705.34,13401.21
2017-12-20,NIFTY 500,13709.78,13405.55
2017-12-21,NIFTY 500,13745.34,13418.3
2017-12-22,NIFTY 500,13809.42,13480.85
2017-12-26,NIFTY 500,13866.27,13536.35
2017-12-27,NIFTY 500,13819.26,13490.45
2017-12-28,NIFTY 500,13815.8,13487.08
2017-12-29,NIFTY 500,13896.02,13565.4
2018-01-01,NIFTY 500,13813.81,13485.14
2018-01-02,NIFTY 500,13789.42,13461.32
2018-01-03,NIFTY 500,13820.88,13492.04
2018-01-04,NIFTY 500,13918.1,13586.95
2018-01-05,NIFTY 500,14017.23,13683.72
2018-01-08,NIFTY 500,14113.6,13777.8
2018-01-09,NIFTY 500,14115.81,13779.95
2018-01-10,NIFTY 500,14100.89,13765.39
2018-01-11,NIFTY 500,14129.78,13793.59
2018-01-12,NIFTY 500,14151.61,13814.9
2018-01-15,NIFTY 500,14202.3,13864.38
2018-01-16,NIFTY 500,14074.53,13739.66
2018-01-17,NIFTY 500,14182.88,13845.43
2018-01-18,NIFTY 500,14125.75,13789.66
2018-01-19,NIFTY 500,14237.54,13898.78
2018-01-22,NIFTY 500,14332.39,13991.38
2018-01-23,NIFTY 500,14464.05,14119.91
2018-01-24,NIFTY 500,14429.98,14086.65
2018-01-25,NIFTY 500,14365.84,14024.04
2018-01-29,NIFTY 500,14379.96,14037.82
2018-01-30,NIFTY 500,14268.94,13929.44
2018-01-31,NIFTY 500,14203.09,13865.16
2018-02-01,NIFTY 500,14188.25,13850.67
2018-02-02,NIFTY 500,13782.37,13454.45
2018-02-05,NIFTY 500,13686.64,13360.99
2018-02-06,NIFTY 500,13461.63,13141.34
2018-02-07,NIFTY 500,13486.61,13165.73
2018-02-08,NIFTY 500,13662.65,13337.58
2018-02-09,NIFTY 500,13558.03,13235.44
2018-02-12,NIFTY 500,13700.66,13374.68
2018-02-14,NIFTY 500,13668.94,13343.72
2018-02-15,NIFTY 500,13668.38,13343.17
2018-02-16,NIFTY 500,13540.46,13218.29
2018-02-19,NIFTY 500,13429.56,13110.03
2018-02-20,NIFTY 500,13417.24,13098.0
2018-02-21,NIFTY 500,13442.27,13122.44
2018-02-22,NIFTY 500,13402.06,13083.19
2018-02-23,NIFTY 500,13567.59,13244.78
2018-02-26,NIFTY 500,13686.8,13361.15
2018-02-27,NIFTY 500,13642.21,13317.62
2018-02-28,NIFTY 500,13585.49,13262.25
2018-03-01,NIFTY 500,13531.83,13209.86
2018-03-05,NIFTY 500,13400.93,13082.08
2018-03-06,NIFTY 500,13260.12,12944.62
2018-03-07,NIFTY 500,13109.11,12797.2
2018-03-08,NIFTY 500,13202.82,12888.68
2018-03-09,NIFTY 500,13181.83,12868.19
2018-03-12,NIFTY 500,13380.35,13062.0
2018-03-13,NIFTY 500,13434.83,13115.18
2018-03-14,NIFTY 500,13425.47,13106.04
2018-03-15,NIFTY 500,13399.61,13073.27
2018-03-16,NIFTY 500,13214.46,12892.63
2018-03-19,NIFTY 500,13052.85,12734.96
2018-03-20,NIFTY 500,13100.23,12781.19
2018-03-21,NIFTY 500,13142.31,12822.24
2018-03-22,NIFTY 500,13077.48,12759.0
2018-03-23,NIFTY 500,12926.25,12611.44
2018-03-26,NIFTY 500,13093.19,12774.32
2018-03-27,NIFTY 500,13187.9,12863.32
2018-03-28,NIFTY 500,13090.98,12768.79
2018-04-02,NIFTY 500,13254.74,12928.52
2018-04-03,NIFTY 500,13330.03,13001.96
2018-04-04,NIFTY 500,13184.34,12859.85
2018-04-05,NIFTY 500,13435.15,13104.49
2018-04-06,NIFTY 500,13473.25,13141.66
2018-04-09,NIFTY 500,13521.92,13189.12
2018-04-10,NIFTY 500,13542.43,13209.13
2018-04-11,NIFTY 500,13559.63,13225.9
2018-04-12,NIFTY 500,13583.7,13249.39
2018-04-13,NIFTY 500,13613.67,13278.62
2018-04-16,NIFTY 500,13677.8,13341.17
2018-04-17,NIFTY 500,13705.74,13368.42
2018-04-18,NIFTY 500,13678.25,13341.6
2018-04-19,NIFTY 500,13744.05,13405.79
2018-04-20,NIFTY 500,13731.17,13393.23
2018-04-23,NIFTY 500,13769.15,13430.27
2018-04-24,NIFTY 500,13794.14,13454.64
2018-04-25,NIFTY 500,13735.0,13396.96
2018-04-26,NIFTY 500,13781.25,13442.07
2018-04-27,NIFTY 500,13872.77,13531.34
2018-04-30,NIFTY 500,13950.42,13607.08
2018-05-02,NIFTY 500,13874.76,13533.28
2018-05-03,NIFTY 500,13792.81,13453.26
2018-05-04,NIFTY 500,13721.0,13383.22
2018-05-07,NIFTY 500,13837.1,13496.46
2018-05-08,NIFTY 500,13838.65,13497.97
2018-05-09,NIFTY 500,13837.48,13496.83
2018-05-10,NIFTY 500,13752.47,13413.91
2018-05-11,NIFTY 500,13833.86,13493.3
2018-05-14,NIFTY 500,13795.05,13455.45
2018-05-15,NIFTY 500,13760.15,13421.4
2018-05-16,NIFTY 500,13705.45,13368.05
2018-05-17,NIFTY 500,13670.14,13333.61
2018-05-18,NIFTY 500,13530.24,13197.16
2018-05-21,NIFTY 500,13382.6,13053.15
2018-05-22,NIFTY 500,13436.94,13106.15
2018-05-23,NIFTY 500,13325.63,12997.58
2018-05-24,NIFTY 500,13392.87,13063.16
2018-05-25,NIFTY 500,13549.37,13215.81
2018-05-28,NIFTY 500,13684.63,13347.75
2018-05-29,NIFTY 500,13630.69,13295.13
2018-05-30,NIFTY 500,13607.75,13272.75
2018-05-31,NIFTY 500,13705.62,13335.27
2018-06-01,NIFTY 500,13617.21,13249.25
2018-06-04,NIFTY 500,13501.53,13136.7
2018-06-05,NIFTY 500,13405.29,13043.05
2018-06-06,NIFTY 500,13545.67,13177.57
2018-06-07,NIFTY 500,13684.5,13312.62
2018-06-08,NIFTY 500,13708.4,13335.87
2018-06-11,NIFTY 500,13732.15,13358.98
2018-06-12,NIFTY 500,13811.73,13436.39
2018-06-13,NIFTY 500,13811.78,13436.44
