date,NIFTY NEXT 50
2025-08-01,94843.86
2025-08-04,95930.12
2025-08-05,95719.72
2025-08-06,94887.13
2025-08-07,95111.86
2025-08-08,93933.48
2025-08-11,95036.38
2025-08-12,94950.31
2025-08-13,95544.38
2025-08-14,95399.14
2025-08-18,96695.21
2025-08-19,97423.82
2025-08-20,97792.27
2025-08-21,97529.16
2025-08-22,96916.54
2025-08-25,97201.35
2025-08-26,95893.58
2025-08-28,94658.97
2025-08-29,94379.65
2025-09-01,95706.69
2025-09-02,96205.62
2025-09-03,96844.88
2025-09-04,96397.75
2025-09-05,96309.05
2025-09-08,96705.62
2025-09-09,96841.56
2025-09-10,97262.26
2025-09-11,97579.36
2025-09-12,97894.17
2025-09-15,98481.53
2025-09-16,99052.30
2025-09-17,99262.40
2025-09-18,99531.13
2025-09-19,100108.61
2025-09-22,100444.35
2025-09-23,99986.47
2025-09-24,98787.41
2025-09-25,98048.67
2025-09-26,96399.46
2025-09-29,97390.34
2025-09-30,97404.79
2025-10-01,97752.43
2025-10-03,98138.02
2025-10-06,98474.47
2025-10-07,98590.73
2025-10-08,97828.02
2025-10-09,98374.00
2025-10-10,98613.75
2025-10-13,98444.94
2025-10-14,97925.49
2025-10-15,99225.80
2025-10-16,99713.40
2025-10-17,99573.97
2025-10-20,99709.35
2025-10-21,99808.85
2025-10-23,99693.12
2025-10-24,99597.31
2025-10-27,99990.06
2025-10-28,99481.62
2025-10-29,100889.56
2025-10-30,100665.62
2025-10-31,100295.37
2025-11-03,101245.91
2025-11-04,100796.10
2025-11-06,99547.41
2025-11-07,99651.76
2025-11-10,100029.63
2025-11-11,100167.43
2025-11-12,100286.41
2025-11-13,100349.19
2025-11-14,100256.11
2025-11-17,100783.71
2025-11-18,100050.19
2025-11-19,100039.19
2025-11-20,99941.35
2025-11-21,98654.42
2025-11-24,97689.41
2025-11-25,97940.83
2025-11-26,99424.74
2025-11-27,99252.86
2025-11-28,99350.07
2025-12-01,99469.53
2025-12-02,99374.51
2025-12-03,98291.58
2025-12-04,98521.41
2025-12-05,98735.58
2025-12-08,96713.24
2025-12-09,97290.87
2025-12-10,97101.10
2025-12-11,97628.60
2025-12-12,98447.97
2025-12-15,98610.02
2025-12-16,98200.15
2025-12-17,97826.01
2025-12-18,97471.62
2025-12-19,98259.65
2025-12-22,98926.59
2025-12-23,99290.94
2025-12-24,99091.10
2025-12-26,99096.58
2025-12-29,98633.44
2025-12-30,98675.13
2025-12-31,99676.33
2026-01-01,100123.09
2026-01-02,101188.62
2026-01-05,101183.63
2026-01-06,101454.73
2026-01-07,101581.94
2026-01-08,99434.35
2026-01-09,98422.88
2026-01-12,98720.11
2026-01-13,98465.67
2026-01-14,98846.36
2026-01-16,98948.34
2026-01-19,98712.69
2026-01-20,96437.95
2026-01-21,96083.78
2026-01-22,97130.45
2026-01-23,95220.34
2026-01-27,95854.50
2026-01-28,98023.37
2026-01-29,98316.65
2026-01-30,97511.63
2026-02-01,95385.35
2026-02-02,96409.72
2026-02-03,98962.76
2026-02-04,99608.40
2026-02-05,99139.09
2026-02-06,99290.36
2026-02-09,100255.01
2026-02-10,100399.15
2026-02-11,100955.46
2026-02-12,100523.53
2026-02-13,98959.72
2026-02-16,99923.05
2026-02-17,100457.94
2026-02-18,101169.10
2026-02-19,99291.15
2026-02-20,99931.46
2026-02-23,100319.14
2026-02-24,100398.81
2026-02-25,101292.01
2026-02-26,101621.86
2026-02-27,100301.58
2026-03-02,98775.53
2026-03-04,96112.44
2026-03-05,97440.21
2026-03-06,97086.92
2026-03-09,95063.90
2026-03-10,96729.05
2026-03-11,95679.74
2026-03-12,95605.37
2026-03-13,93119.05
